"D"	"H"	"P"
"ENSG00000135835"	FALSE	TRUE	FALSE
"ENSG00000135837"	TRUE	FALSE	FALSE
"ENSG00000135838"	FALSE	TRUE	FALSE
"ENSG00000135842"	FALSE	FALSE	FALSE
"ENSG00000135845"	FALSE	FALSE	FALSE
"ENSG00000135847"	FALSE	FALSE	FALSE
"ENSG00000135862"	FALSE	FALSE	FALSE
"ENSG00000135870"	FALSE	FALSE	FALSE
"ENSG00000135899"	TRUE	TRUE	FALSE
"ENSG00000135900"	FALSE	FALSE	FALSE
"ENSG00000135905"	TRUE	TRUE	FALSE
"ENSG00000135912"	FALSE	FALSE	FALSE
"ENSG00000135913"	FALSE	FALSE	FALSE
"ENSG00000135914"	TRUE	TRUE	FALSE
"ENSG00000135916"	FALSE	FALSE	FALSE
"ENSG00000135917"	FALSE	FALSE	FALSE
"ENSG00000135919"	TRUE	TRUE	TRUE
"ENSG00000135924"	FALSE	TRUE	FALSE
"ENSG00000135926"	FALSE	FALSE	FALSE
"ENSG00000135929"	TRUE	TRUE	FALSE
"ENSG00000135930"	FALSE	FALSE	FALSE
"ENSG00000135931"	TRUE	TRUE	FALSE
"ENSG00000135932"	TRUE	TRUE	FALSE
"ENSG00000135940"	FALSE	FALSE	FALSE
"ENSG00000135945"	TRUE	TRUE	FALSE
"ENSG00000135951"	FALSE	TRUE	FALSE
"ENSG00000135953"	FALSE	FALSE	FALSE
"ENSG00000135956"	FALSE	FALSE	FALSE
"ENSG00000135966"	FALSE	FALSE	FALSE
"ENSG00000135968"	FALSE	FALSE	FALSE
"ENSG00000135972"	FALSE	FALSE	FALSE
"ENSG00000135974"	FALSE	FALSE	FALSE
"ENSG00000135976"	FALSE	FALSE	FALSE
"ENSG00000135999"	FALSE	FALSE	FALSE
"ENSG00000136002"	TRUE	TRUE	FALSE
"ENSG00000136003"	FALSE	FALSE	FALSE
"ENSG00000136010"	TRUE	FALSE	FALSE
"ENSG00000136011"	TRUE	TRUE	FALSE
"ENSG00000136014"	FALSE	FALSE	FALSE
"ENSG00000136021"	TRUE	FALSE	FALSE
"ENSG00000136026"	FALSE	FALSE	FALSE
"ENSG00000136040"	TRUE	TRUE	FALSE
"ENSG00000136044"	FALSE	FALSE	FALSE
"ENSG00000136045"	FALSE	FALSE	FALSE
"ENSG00000136048"	TRUE	TRUE	FALSE
"ENSG00000136051"	TRUE	FALSE	FALSE
"ENSG00000136052"	FALSE	FALSE	FALSE
"ENSG00000136059"	TRUE	TRUE	FALSE
"ENSG00000136068"	FALSE	FALSE	FALSE
"ENSG00000136098"	FALSE	FALSE	FALSE
"ENSG00000136100"	FALSE	FALSE	FALSE
"ENSG00000136104"	FALSE	FALSE	FALSE
"ENSG00000136108"	FALSE	FALSE	FALSE
"ENSG00000136111"	TRUE	TRUE	FALSE
"ENSG00000136114"	FALSE	TRUE	FALSE
"ENSG00000136122"	TRUE	TRUE	FALSE
"ENSG00000136141"	FALSE	FALSE	FALSE
"ENSG00000136143"	FALSE	FALSE	FALSE
"ENSG00000136144"	FALSE	FALSE	FALSE
"ENSG00000136146"	FALSE	FALSE	FALSE
"ENSG00000136147"	FALSE	FALSE	FALSE
"ENSG00000136149"	TRUE	FALSE	FALSE
"ENSG00000136152"	FALSE	FALSE	FALSE
"ENSG00000136153"	FALSE	FALSE	FALSE
"ENSG00000136156"	FALSE	FALSE	FALSE
"ENSG00000136158"	FALSE	FALSE	FALSE
"ENSG00000136159"	FALSE	TRUE	FALSE
"ENSG00000136160"	TRUE	TRUE	TRUE
"ENSG00000136161"	FALSE	FALSE	FALSE
"ENSG00000136167"	TRUE	TRUE	FALSE
"ENSG00000136169"	FALSE	FALSE	FALSE
"ENSG00000136193"	FALSE	FALSE	FALSE
"ENSG00000136197"	FALSE	FALSE	FALSE
"ENSG00000136205"	FALSE	FALSE	FALSE
"ENSG00000136213"	TRUE	FALSE	FALSE
"ENSG00000136235"	TRUE	TRUE	FALSE
"ENSG00000136237"	FALSE	FALSE	FALSE
"ENSG00000136238"	FALSE	FALSE	FALSE
"ENSG00000136240"	FALSE	FALSE	FALSE
"ENSG00000136243"	FALSE	FALSE	FALSE
"ENSG00000136244"	FALSE	FALSE	FALSE
"ENSG00000136247"	FALSE	FALSE	FALSE
"ENSG00000136250"	TRUE	TRUE	FALSE
"ENSG00000136261"	FALSE	FALSE	FALSE
"ENSG00000136267"	TRUE	TRUE	FALSE
"ENSG00000136270"	FALSE	FALSE	FALSE
"ENSG00000136271"	FALSE	FALSE	FALSE
"ENSG00000136273"	FALSE	TRUE	FALSE
"ENSG00000136274"	FALSE	FALSE	FALSE
"ENSG00000136279"	FALSE	FALSE	FALSE
"ENSG00000136280"	FALSE	FALSE	FALSE
"ENSG00000136286"	TRUE	FALSE	FALSE
"ENSG00000136295"	FALSE	FALSE	FALSE
"ENSG00000136305"	FALSE	FALSE	FALSE
"ENSG00000136319"	FALSE	FALSE	FALSE
"ENSG00000136367"	TRUE	FALSE	FALSE
"ENSG00000136371"	FALSE	FALSE	FALSE
"ENSG00000136378"	FALSE	FALSE	FALSE
"ENSG00000136379"	FALSE	FALSE	FALSE
"ENSG00000136381"	TRUE	FALSE	FALSE
"ENSG00000136383"	FALSE	TRUE	FALSE
"ENSG00000136404"	TRUE	TRUE	FALSE
"ENSG00000136425"	TRUE	FALSE	FALSE
"ENSG00000136436"	TRUE	TRUE	TRUE
"ENSG00000136444"	FALSE	FALSE	FALSE
"ENSG00000136448"	FALSE	FALSE	FALSE
"ENSG00000136449"	FALSE	FALSE	FALSE
"ENSG00000136450"	FALSE	FALSE	FALSE
"ENSG00000136451"	TRUE	FALSE	FALSE
"ENSG00000136463"	FALSE	FALSE	FALSE
"ENSG00000136478"	TRUE	TRUE	FALSE
"ENSG00000136485"	FALSE	FALSE	FALSE
"ENSG00000136490"	TRUE	TRUE	FALSE
"ENSG00000136504"	FALSE	FALSE	FALSE
"ENSG00000136514"	TRUE	TRUE	TRUE
"ENSG00000136518"	FALSE	FALSE	FALSE
"ENSG00000136521"	FALSE	FALSE	FALSE
"ENSG00000136522"	FALSE	FALSE	FALSE
"ENSG00000136527"	FALSE	FALSE	FALSE
"ENSG00000136536"	FALSE	FALSE	FALSE
"ENSG00000136541"	FALSE	TRUE	FALSE
"ENSG00000136542"	TRUE	TRUE	FALSE
"ENSG00000136546"	FALSE	FALSE	FALSE
"ENSG00000136560"	TRUE	TRUE	FALSE
"ENSG00000136574"	FALSE	FALSE	FALSE
"ENSG00000136603"	FALSE	FALSE	FALSE
"ENSG00000136628"	FALSE	FALSE	FALSE
"ENSG00000136630"	TRUE	FALSE	FALSE
"ENSG00000136631"	FALSE	FALSE	FALSE
"ENSG00000136636"	TRUE	TRUE	FALSE
"ENSG00000136643"	FALSE	FALSE	FALSE
"ENSG00000136653"	FALSE	FALSE	FALSE
"ENSG00000136682"	TRUE	TRUE	FALSE
"ENSG00000136689"	FALSE	FALSE	FALSE
"ENSG00000136699"	FALSE	TRUE	FALSE
"ENSG00000136709"	FALSE	FALSE	FALSE
"ENSG00000136710"	TRUE	TRUE	FALSE
"ENSG00000136715"	FALSE	FALSE	FALSE
"ENSG00000136717"	FALSE	FALSE	FALSE
"ENSG00000136718"	FALSE	FALSE	FALSE
"ENSG00000136720"	TRUE	TRUE	FALSE
"ENSG00000136731"	TRUE	FALSE	FALSE
"ENSG00000136732"	FALSE	FALSE	FALSE
"ENSG00000136738"	FALSE	FALSE	FALSE
"ENSG00000136754"	FALSE	FALSE	FALSE
"ENSG00000136758"	FALSE	FALSE	FALSE
"ENSG00000136770"	FALSE	FALSE	FALSE
"ENSG00000136783"	FALSE	FALSE	FALSE
"ENSG00000136802"	TRUE	TRUE	FALSE
"ENSG00000136807"	FALSE	FALSE	FALSE
"ENSG00000136810"	FALSE	FALSE	FALSE
"ENSG00000136811"	FALSE	FALSE	FALSE
"ENSG00000136813"	FALSE	FALSE	FALSE
"ENSG00000136816"	FALSE	TRUE	FALSE
"ENSG00000136819"	FALSE	FALSE	FALSE
"ENSG00000136824"	TRUE	TRUE	FALSE
"ENSG00000136826"	FALSE	FALSE	FALSE
"ENSG00000136827"	FALSE	FALSE	FALSE
"ENSG00000136828"	FALSE	FALSE	FALSE
"ENSG00000136830"	FALSE	FALSE	FALSE
"ENSG00000136840"	TRUE	FALSE	FALSE
"ENSG00000136842"	FALSE	FALSE	FALSE
"ENSG00000136848"	FALSE	FALSE	FALSE
"ENSG00000136854"	FALSE	FALSE	FALSE
"ENSG00000136856"	FALSE	FALSE	FALSE
"ENSG00000136859"	FALSE	TRUE	FALSE
"ENSG00000136861"	FALSE	FALSE	FALSE
"ENSG00000136866"	FALSE	TRUE	FALSE
"ENSG00000136867"	TRUE	TRUE	TRUE
"ENSG00000136868"	TRUE	TRUE	TRUE
"ENSG00000136869"	TRUE	TRUE	FALSE
"ENSG00000136870"	TRUE	TRUE	FALSE
"ENSG00000136874"	FALSE	FALSE	FALSE
"ENSG00000136875"	FALSE	FALSE	FALSE
"ENSG00000136877"	FALSE	FALSE	FALSE
"ENSG00000136878"	TRUE	TRUE	FALSE
"ENSG00000136888"	FALSE	FALSE	FALSE
"ENSG00000136891"	FALSE	FALSE	FALSE
"ENSG00000136895"	TRUE	TRUE	FALSE
"ENSG00000136897"	FALSE	TRUE	FALSE
"ENSG00000136908"	FALSE	FALSE	FALSE
"ENSG00000136925"	FALSE	FALSE	FALSE
"ENSG00000136928"	TRUE	FALSE	FALSE
"ENSG00000136930"	FALSE	FALSE	FALSE
"ENSG00000136932"	FALSE	FALSE	FALSE
"ENSG00000136933"	FALSE	FALSE	FALSE
"ENSG00000136935"	FALSE	FALSE	FALSE
"ENSG00000136936"	FALSE	FALSE	FALSE
"ENSG00000136937"	FALSE	FALSE	FALSE
"ENSG00000136938"	FALSE	FALSE	FALSE
"ENSG00000136940"	FALSE	FALSE	FALSE
"ENSG00000136942"	FALSE	FALSE	FALSE
"ENSG00000136944"	TRUE	TRUE	TRUE
"ENSG00000136950"	FALSE	FALSE	FALSE
"ENSG00000136960"	TRUE	TRUE	FALSE
"ENSG00000136982"	FALSE	FALSE	FALSE
"ENSG00000136986"	TRUE	TRUE	FALSE
"ENSG00000136997"	TRUE	TRUE	FALSE
"ENSG00000136999"	FALSE	FALSE	FALSE
"ENSG00000137033"	TRUE	TRUE	FALSE
"ENSG00000137038"	TRUE	FALSE	FALSE
"ENSG00000137040"	TRUE	TRUE	FALSE
"ENSG00000137054"	TRUE	TRUE	FALSE
"ENSG00000137055"	FALSE	FALSE	FALSE
"ENSG00000137070"	TRUE	FALSE	FALSE
"ENSG00000137073"	FALSE	FALSE	FALSE
"ENSG00000137074"	FALSE	FALSE	FALSE
"ENSG00000137075"	FALSE	FALSE	FALSE
"ENSG00000137076"	FALSE	FALSE	FALSE
"ENSG00000137077"	TRUE	TRUE	FALSE
"ENSG00000137078"	TRUE	TRUE	TRUE
"ENSG00000137094"	FALSE	FALSE	FALSE
"ENSG00000137098"	TRUE	TRUE	FALSE
"ENSG00000137100"	FALSE	FALSE	FALSE
"ENSG00000137101"	TRUE	FALSE	FALSE
"ENSG00000137103"	TRUE	TRUE	FALSE
"ENSG00000137106"	FALSE	FALSE	FALSE
"ENSG00000137124"	FALSE	FALSE	FALSE
"ENSG00000137133"	FALSE	FALSE	FALSE
"ENSG00000137135"	FALSE	FALSE	FALSE
"ENSG00000137145"	TRUE	FALSE	FALSE
"ENSG00000137154"	FALSE	FALSE	FALSE
"ENSG00000137161"	FALSE	FALSE	FALSE
"ENSG00000137166"	FALSE	FALSE	FALSE
"ENSG00000137168"	TRUE	TRUE	FALSE
"ENSG00000137171"	TRUE	FALSE	FALSE
"ENSG00000137177"	TRUE	TRUE	FALSE
"ENSG00000137185"	FALSE	FALSE	FALSE
"ENSG00000137193"	TRUE	TRUE	FALSE
"ENSG00000137198"	TRUE	TRUE	TRUE
"ENSG00000137200"	FALSE	FALSE	FALSE
"ENSG00000137203"	TRUE	TRUE	FALSE
"ENSG00000137207"	FALSE	FALSE	FALSE
"ENSG00000137210"	FALSE	FALSE	FALSE
"ENSG00000137216"	FALSE	FALSE	FALSE
"ENSG00000137218"	TRUE	TRUE	FALSE
"ENSG00000137221"	FALSE	FALSE	FALSE
"ENSG00000137225"	TRUE	FALSE	FALSE
"ENSG00000137265"	FALSE	FALSE	FALSE
"ENSG00000137266"	FALSE	FALSE	FALSE
"ENSG00000137267"	FALSE	FALSE	FALSE
"ENSG00000137269"	TRUE	TRUE	FALSE
"ENSG00000137273"	FALSE	TRUE	FALSE
"ENSG00000137274"	TRUE	TRUE	FALSE
"ENSG00000137275"	FALSE	FALSE	FALSE
"ENSG00000137285"	FALSE	FALSE	FALSE
"ENSG00000137288"	FALSE	FALSE	FALSE
"ENSG00000137309"	FALSE	FALSE	FALSE
"ENSG00000137310"	FALSE	FALSE	FALSE
"ENSG00000137312"	FALSE	FALSE	FALSE
"ENSG00000137331"	TRUE	TRUE	FALSE
"ENSG00000137337"	FALSE	FALSE	FALSE
"ENSG00000137338"	FALSE	FALSE	FALSE
"ENSG00000137343"	FALSE	FALSE	FALSE
"ENSG00000137364"	FALSE	FALSE	FALSE
"ENSG00000137393"	TRUE	TRUE	TRUE
"ENSG00000137404"	FALSE	FALSE	FALSE
"ENSG00000137409"	TRUE	TRUE	FALSE
"ENSG00000137411"	FALSE	FALSE	FALSE
"ENSG00000137413"	TRUE	FALSE	FALSE
"ENSG00000137414"	FALSE	FALSE	FALSE
"ENSG00000137434"	TRUE	FALSE	FALSE
"ENSG00000137441"	FALSE	FALSE	FALSE
"ENSG00000137449"	TRUE	FALSE	FALSE
"ENSG00000137460"	FALSE	FALSE	FALSE
"ENSG00000137462"	TRUE	TRUE	TRUE
"ENSG00000137463"	TRUE	TRUE	FALSE
"ENSG00000137474"	TRUE	TRUE	TRUE
"ENSG00000137478"	FALSE	FALSE	FALSE
"ENSG00000137486"	FALSE	FALSE	FALSE
"ENSG00000137491"	FALSE	FALSE	FALSE
"ENSG00000137492"	FALSE	FALSE	FALSE
"ENSG00000137494"	FALSE	FALSE	FALSE
"ENSG00000137496"	FALSE	FALSE	FALSE
"ENSG00000137497"	FALSE	FALSE	FALSE
"ENSG00000137500"	FALSE	FALSE	FALSE
"ENSG00000137501"	TRUE	TRUE	TRUE
"ENSG00000137502"	FALSE	FALSE	FALSE
"ENSG00000137504"	FALSE	FALSE	FALSE
"ENSG00000137507"	TRUE	TRUE	FALSE
"ENSG00000137509"	FALSE	FALSE	FALSE
"ENSG00000137513"	FALSE	FALSE	FALSE
"ENSG00000137522"	FALSE	FALSE	FALSE
"ENSG00000137547"	FALSE	FALSE	FALSE
"ENSG00000137558"	TRUE	TRUE	TRUE
"ENSG00000137563"	TRUE	TRUE	FALSE
"ENSG00000137571"	TRUE	FALSE	FALSE
"ENSG00000137573"	TRUE	TRUE	TRUE
"ENSG00000137574"	FALSE	FALSE	FALSE
"ENSG00000137575"	TRUE	TRUE	FALSE
"ENSG00000137601"	FALSE	FALSE	FALSE
"ENSG00000137628"	TRUE	TRUE	FALSE
"ENSG00000137642"	TRUE	TRUE	FALSE
"ENSG00000137656"	FALSE	FALSE	FALSE
"ENSG00000137672"	TRUE	TRUE	FALSE
"ENSG00000137691"	FALSE	FALSE	FALSE
"ENSG00000137692"	TRUE	TRUE	FALSE
"ENSG00000137693"	FALSE	FALSE	FALSE
"ENSG00000137700"	FALSE	TRUE	FALSE
"ENSG00000137710"	TRUE	TRUE	FALSE
"ENSG00000137713"	FALSE	FALSE	FALSE
"ENSG00000137714"	FALSE	FALSE	FALSE
"ENSG00000137720"	FALSE	FALSE	FALSE
"ENSG00000137726"	TRUE	TRUE	FALSE
"ENSG00000137727"	FALSE	FALSE	FALSE
"ENSG00000137731"	TRUE	TRUE	FALSE
"ENSG00000137752"	TRUE	TRUE	TRUE
"ENSG00000137760"	FALSE	FALSE	FALSE
"ENSG00000137764"	FALSE	TRUE	FALSE
"ENSG00000137767"	FALSE	FALSE	FALSE
"ENSG00000137770"	FALSE	FALSE	FALSE
"ENSG00000137776"	TRUE	FALSE	FALSE
"ENSG00000137801"	TRUE	FALSE	FALSE
"ENSG00000137802"	FALSE	FALSE	FALSE
"ENSG00000137804"	TRUE	FALSE	FALSE
"ENSG00000137806"	FALSE	FALSE	FALSE
"ENSG00000137807"	FALSE	FALSE	FALSE
"ENSG00000137809"	TRUE	TRUE	FALSE
"ENSG00000137812"	TRUE	FALSE	FALSE
"ENSG00000137814"	TRUE	TRUE	FALSE
"ENSG00000137815"	FALSE	FALSE	FALSE
"ENSG00000137817"	FALSE	FALSE	FALSE
"ENSG00000137818"	FALSE	FALSE	FALSE
"ENSG00000137819"	TRUE	TRUE	TRUE
"ENSG00000137821"	TRUE	TRUE	FALSE
"ENSG00000137822"	FALSE	FALSE	FALSE
"ENSG00000137824"	FALSE	FALSE	FALSE
"ENSG00000137825"	TRUE	TRUE	FALSE
"ENSG00000137831"	FALSE	FALSE	FALSE
"ENSG00000137834"	FALSE	TRUE	FALSE
"ENSG00000137841"	TRUE	FALSE	FALSE
"ENSG00000137842"	TRUE	FALSE	FALSE
"ENSG00000137843"	FALSE	FALSE	FALSE
"ENSG00000137845"	TRUE	FALSE	FALSE
"ENSG00000137857"	TRUE	TRUE	TRUE
"ENSG00000137869"	FALSE	FALSE	FALSE
"ENSG00000137871"	FALSE	FALSE	FALSE
"ENSG00000137872"	FALSE	FALSE	FALSE
"ENSG00000137876"	FALSE	FALSE	FALSE
"ENSG00000137877"	FALSE	FALSE	FALSE
"ENSG00000137878"	TRUE	TRUE	FALSE
"ENSG00000137880"	TRUE	FALSE	FALSE
"ENSG00000137936"	FALSE	FALSE	FALSE
"ENSG00000137941"	TRUE	TRUE	FALSE
"ENSG00000137942"	TRUE	TRUE	FALSE
"ENSG00000137944"	FALSE	TRUE	FALSE
"ENSG00000137947"	FALSE	FALSE	FALSE
"ENSG00000137955"	FALSE	FALSE	FALSE
"ENSG00000137959"	TRUE	TRUE	TRUE
"ENSG00000137960"	FALSE	FALSE	FALSE
"ENSG00000137962"	TRUE	FALSE	FALSE
"ENSG00000137965"	TRUE	TRUE	TRUE
"ENSG00000137968"	TRUE	TRUE	FALSE
"ENSG00000137970"	FALSE	FALSE	FALSE
"ENSG00000137992"	TRUE	FALSE	FALSE
"ENSG00000137996"	FALSE	FALSE	FALSE
"ENSG00000138002"	FALSE	FALSE	FALSE
"ENSG00000138018"	TRUE	TRUE	FALSE
"ENSG00000138028"	TRUE	FALSE	FALSE
"ENSG00000138029"	TRUE	TRUE	FALSE
"ENSG00000138030"	FALSE	FALSE	FALSE
"ENSG00000138031"	TRUE	TRUE	FALSE
"ENSG00000138032"	TRUE	TRUE	FALSE
"ENSG00000138035"	TRUE	FALSE	FALSE
"ENSG00000138036"	TRUE	TRUE	FALSE
"ENSG00000138039"	TRUE	TRUE	FALSE
"ENSG00000138041"	FALSE	FALSE	FALSE
"ENSG00000138050"	FALSE	FALSE	FALSE
"ENSG00000138061"	FALSE	FALSE	FALSE
"ENSG00000138069"	FALSE	FALSE	FALSE
"ENSG00000138071"	TRUE	TRUE	FALSE
"ENSG00000138073"	FALSE	FALSE	FALSE
"ENSG00000138074"	TRUE	TRUE	FALSE
"ENSG00000138078"	FALSE	FALSE	FALSE
"ENSG00000138080"	TRUE	FALSE	FALSE
"ENSG00000138081"	FALSE	FALSE	FALSE
"ENSG00000138085"	FALSE	FALSE	FALSE
"ENSG00000138092"	FALSE	FALSE	FALSE
"ENSG00000138095"	FALSE	FALSE	FALSE
"ENSG00000138100"	FALSE	FALSE	FALSE
"ENSG00000138101"	TRUE	TRUE	FALSE
"ENSG00000138107"	FALSE	FALSE	FALSE
"ENSG00000138111"	FALSE	FALSE	FALSE
"ENSG00000138119"	TRUE	TRUE	FALSE
"ENSG00000138131"	TRUE	TRUE	FALSE
"ENSG00000138134"	TRUE	TRUE	TRUE
"ENSG00000138135"	TRUE	TRUE	FALSE
"ENSG00000138138"	FALSE	FALSE	FALSE
"ENSG00000138160"	FALSE	TRUE	FALSE
"ENSG00000138161"	FALSE	TRUE	FALSE
"ENSG00000138162"	FALSE	FALSE	FALSE
"ENSG00000138166"	TRUE	TRUE	FALSE
"ENSG00000138172"	FALSE	FALSE	FALSE
"ENSG00000138175"	FALSE	FALSE	FALSE
"ENSG00000138180"	TRUE	TRUE	FALSE
"ENSG00000138182"	FALSE	FALSE	FALSE
"ENSG00000138185"	FALSE	TRUE	FALSE
"ENSG00000138190"	TRUE	TRUE	FALSE
"ENSG00000138193"	TRUE	TRUE	FALSE
"ENSG00000138207"	FALSE	FALSE	FALSE
"ENSG00000138231"	FALSE	FALSE	FALSE
"ENSG00000138246"	FALSE	FALSE	FALSE
"ENSG00000138279"	FALSE	FALSE	FALSE
"ENSG00000138286"	FALSE	FALSE	FALSE
"ENSG00000138293"	FALSE	FALSE	FALSE
"ENSG00000138297"	FALSE	FALSE	FALSE
"ENSG00000138303"	TRUE	TRUE	FALSE
"ENSG00000138311"	TRUE	TRUE	TRUE
"ENSG00000138316"	TRUE	TRUE	FALSE
"ENSG00000138326"	FALSE	FALSE	FALSE
"ENSG00000138336"	TRUE	TRUE	FALSE
"ENSG00000138346"	TRUE	TRUE	FALSE
"ENSG00000138347"	TRUE	TRUE	FALSE
"ENSG00000138356"	TRUE	TRUE	TRUE
"ENSG00000138363"	FALSE	FALSE	FALSE
"ENSG00000138375"	TRUE	FALSE	FALSE
"ENSG00000138376"	TRUE	TRUE	FALSE
"ENSG00000138378"	TRUE	TRUE	TRUE
"ENSG00000138379"	TRUE	TRUE	FALSE
"ENSG00000138380"	FALSE	FALSE	FALSE
"ENSG00000138381"	TRUE	TRUE	FALSE
"ENSG00000138382"	FALSE	FALSE	FALSE
"ENSG00000138385"	FALSE	FALSE	FALSE
"ENSG00000138386"	FALSE	TRUE	FALSE
"ENSG00000138395"	TRUE	FALSE	FALSE
"ENSG00000138398"	FALSE	FALSE	FALSE
"ENSG00000138399"	FALSE	FALSE	FALSE
"ENSG00000138400"	TRUE	TRUE	FALSE
"ENSG00000138411"	FALSE	FALSE	FALSE
"ENSG00000138413"	TRUE	TRUE	FALSE
"ENSG00000138430"	FALSE	TRUE	FALSE
"ENSG00000138433"	FALSE	FALSE	FALSE
"ENSG00000138434"	TRUE	FALSE	FALSE
"ENSG00000138435"	TRUE	TRUE	FALSE
"ENSG00000138439"	FALSE	FALSE	FALSE
"ENSG00000138442"	TRUE	FALSE	FALSE
"ENSG00000138443"	FALSE	FALSE	FALSE
"ENSG00000138448"	TRUE	FALSE	FALSE
"ENSG00000138449"	FALSE	TRUE	FALSE
"ENSG00000138459"	FALSE	FALSE	FALSE
"ENSG00000138463"	TRUE	TRUE	FALSE
"ENSG00000138468"	FALSE	FALSE	FALSE
"ENSG00000138472"	TRUE	TRUE	FALSE
"ENSG00000138495"	FALSE	FALSE	FALSE
"ENSG00000138496"	FALSE	FALSE	FALSE
"ENSG00000138587"	TRUE	TRUE	TRUE
"ENSG00000138592"	TRUE	TRUE	FALSE
"ENSG00000138593"	TRUE	FALSE	FALSE
"ENSG00000138594"	FALSE	FALSE	FALSE
"ENSG00000138600"	TRUE	TRUE	FALSE
"ENSG00000138604"	FALSE	FALSE	FALSE
"ENSG00000138606"	TRUE	TRUE	FALSE
"ENSG00000138613"	FALSE	FALSE	FALSE
"ENSG00000138614"	FALSE	FALSE	FALSE
"ENSG00000138615"	TRUE	TRUE	FALSE
"ENSG00000138617"	FALSE	FALSE	FALSE
"ENSG00000138621"	FALSE	FALSE	FALSE
"ENSG00000138622"	TRUE	TRUE	FALSE
"ENSG00000138623"	FALSE	FALSE	FALSE
"ENSG00000138629"	FALSE	FALSE	FALSE
"ENSG00000138639"	FALSE	FALSE	FALSE
"ENSG00000138640"	FALSE	FALSE	FALSE
"ENSG00000138641"	TRUE	FALSE	FALSE
"ENSG00000138642"	TRUE	TRUE	FALSE
"ENSG00000138646"	TRUE	TRUE	TRUE
"ENSG00000138658"	TRUE	FALSE	FALSE
"ENSG00000138660"	TRUE	FALSE	FALSE
"ENSG00000138663"	FALSE	FALSE	FALSE
"ENSG00000138668"	FALSE	FALSE	FALSE
"ENSG00000138670"	FALSE	FALSE	FALSE
"ENSG00000138674"	FALSE	TRUE	FALSE
"ENSG00000138678"	TRUE	TRUE	FALSE
"ENSG00000138685"	TRUE	FALSE	FALSE
"ENSG00000138686"	FALSE	FALSE	FALSE
"ENSG00000138688"	FALSE	FALSE	FALSE
"ENSG00000138696"	TRUE	TRUE	FALSE
"ENSG00000138698"	FALSE	FALSE	FALSE
"ENSG00000138709"	TRUE	TRUE	FALSE
"ENSG00000138722"	TRUE	TRUE	FALSE
"ENSG00000138735"	TRUE	TRUE	TRUE
"ENSG00000138738"	FALSE	TRUE	FALSE
"ENSG00000138741"	FALSE	FALSE	FALSE
"ENSG00000138744"	TRUE	TRUE	FALSE
"ENSG00000138750"	FALSE	FALSE	FALSE
"ENSG00000138755"	TRUE	TRUE	FALSE
"ENSG00000138756"	FALSE	FALSE	FALSE
"ENSG00000138757"	TRUE	FALSE	FALSE
"ENSG00000138758"	FALSE	FALSE	FALSE
"ENSG00000138759"	FALSE	FALSE	FALSE
"ENSG00000138760"	FALSE	FALSE	FALSE
"ENSG00000138764"	FALSE	FALSE	FALSE
"ENSG00000138767"	FALSE	FALSE	FALSE
"ENSG00000138768"	TRUE	TRUE	FALSE
"ENSG00000138771"	FALSE	FALSE	FALSE
"ENSG00000138772"	TRUE	TRUE	FALSE
"ENSG00000138777"	FALSE	FALSE	FALSE
"ENSG00000138778"	TRUE	TRUE	FALSE
"ENSG00000138780"	TRUE	FALSE	FALSE
"ENSG00000138785"	TRUE	TRUE	FALSE
"ENSG00000138792"	TRUE	TRUE	FALSE
"ENSG00000138794"	FALSE	FALSE	FALSE
"ENSG00000138795"	TRUE	TRUE	FALSE
"ENSG00000138796"	FALSE	FALSE	FALSE
"ENSG00000138798"	TRUE	FALSE	FALSE
"ENSG00000138801"	FALSE	FALSE	FALSE
"ENSG00000138802"	FALSE	FALSE	FALSE
"ENSG00000138814"	FALSE	FALSE	FALSE
"ENSG00000138821"	TRUE	FALSE	FALSE
"ENSG00000138823"	FALSE	FALSE	FALSE
"ENSG00000138829"	FALSE	FALSE	FALSE
"ENSG00000138834"	FALSE	FALSE	FALSE
"ENSG00000138835"	FALSE	TRUE	FALSE
"ENSG00000138867"	TRUE	TRUE	TRUE
"ENSG00000138942"	FALSE	FALSE	FALSE
"ENSG00000138944"	TRUE	FALSE	FALSE
"ENSG00000138964"	FALSE	FALSE	FALSE
"ENSG00000139044"	FALSE	TRUE	FALSE
"ENSG00000139055"	TRUE	TRUE	FALSE
"ENSG00000139083"	FALSE	FALSE	FALSE
"ENSG00000139112"	FALSE	FALSE	FALSE
"ENSG00000139116"	TRUE	FALSE	FALSE
"ENSG00000139117"	TRUE	TRUE	FALSE
"ENSG00000139131"	FALSE	FALSE	FALSE
"ENSG00000139132"	TRUE	FALSE	FALSE
"ENSG00000139133"	TRUE	FALSE	FALSE
"ENSG00000139146"	TRUE	FALSE	FALSE
"ENSG00000139154"	TRUE	FALSE	FALSE
"ENSG00000139155"	FALSE	FALSE	FALSE
"ENSG00000139160"	FALSE	FALSE	FALSE
"ENSG00000139163"	FALSE	FALSE	FALSE
"ENSG00000139168"	FALSE	FALSE	FALSE
"ENSG00000139173"	FALSE	FALSE	FALSE
"ENSG00000139174"	FALSE	TRUE	FALSE
"ENSG00000139178"	TRUE	TRUE	FALSE
"ENSG00000139180"	FALSE	FALSE	FALSE
"ENSG00000139182"	FALSE	FALSE	FALSE
"ENSG00000139187"	FALSE	FALSE	FALSE
"ENSG00000139190"	FALSE	TRUE	FALSE
