"D"	"H"	"P"
"ENSG00000162994"	FALSE	FALSE	FALSE
"ENSG00000162997"	FALSE	FALSE	FALSE
"ENSG00000162998"	TRUE	TRUE	TRUE
"ENSG00000162999"	FALSE	FALSE	FALSE
"ENSG00000163001"	FALSE	FALSE	FALSE
"ENSG00000163002"	FALSE	FALSE	FALSE
"ENSG00000163006"	FALSE	FALSE	FALSE
"ENSG00000163013"	FALSE	FALSE	FALSE
"ENSG00000163017"	TRUE	FALSE	FALSE
"ENSG00000163026"	FALSE	FALSE	FALSE
"ENSG00000163029"	FALSE	FALSE	FALSE
"ENSG00000163032"	TRUE	FALSE	FALSE
"ENSG00000163040"	TRUE	TRUE	TRUE
"ENSG00000163041"	FALSE	FALSE	FALSE
"ENSG00000163050"	TRUE	TRUE	TRUE
"ENSG00000163053"	TRUE	TRUE	FALSE
"ENSG00000163067"	FALSE	FALSE	FALSE
"ENSG00000163069"	FALSE	FALSE	FALSE
"ENSG00000163071"	TRUE	TRUE	FALSE
"ENSG00000163072"	FALSE	TRUE	FALSE
"ENSG00000163075"	TRUE	TRUE	FALSE
"ENSG00000163082"	TRUE	TRUE	TRUE
"ENSG00000163083"	TRUE	FALSE	FALSE
"ENSG00000163092"	FALSE	FALSE	FALSE
"ENSG00000163093"	FALSE	FALSE	FALSE
"ENSG00000163104"	TRUE	FALSE	FALSE
"ENSG00000163106"	TRUE	TRUE	FALSE
"ENSG00000163110"	FALSE	FALSE	FALSE
"ENSG00000163113"	FALSE	FALSE	FALSE
"ENSG00000163125"	FALSE	FALSE	FALSE
"ENSG00000163126"	TRUE	TRUE	FALSE
"ENSG00000163131"	FALSE	FALSE	FALSE
"ENSG00000163132"	FALSE	FALSE	FALSE
"ENSG00000163138"	FALSE	FALSE	FALSE
"ENSG00000163141"	FALSE	FALSE	FALSE
"ENSG00000163145"	TRUE	TRUE	TRUE
"ENSG00000163154"	FALSE	FALSE	FALSE
"ENSG00000163155"	FALSE	FALSE	FALSE
"ENSG00000163156"	FALSE	FALSE	FALSE
"ENSG00000163159"	FALSE	FALSE	FALSE
"ENSG00000163161"	FALSE	FALSE	FALSE
"ENSG00000163162"	TRUE	TRUE	FALSE
"ENSG00000163166"	FALSE	FALSE	FALSE
"ENSG00000163170"	FALSE	FALSE	FALSE
"ENSG00000163171"	FALSE	TRUE	FALSE
"ENSG00000163191"	FALSE	FALSE	FALSE
"ENSG00000163214"	FALSE	FALSE	FALSE
"ENSG00000163219"	TRUE	FALSE	FALSE
"ENSG00000163220"	TRUE	TRUE	FALSE
"ENSG00000163221"	FALSE	FALSE	FALSE
"ENSG00000163235"	TRUE	TRUE	FALSE
"ENSG00000163239"	TRUE	FALSE	FALSE
"ENSG00000163249"	TRUE	FALSE	FALSE
"ENSG00000163251"	TRUE	TRUE	FALSE
"ENSG00000163257"	FALSE	FALSE	FALSE
"ENSG00000163273"	TRUE	FALSE	FALSE
"ENSG00000163281"	TRUE	TRUE	FALSE
"ENSG00000163288"	TRUE	TRUE	FALSE
"ENSG00000163291"	TRUE	FALSE	FALSE
"ENSG00000163297"	FALSE	FALSE	FALSE
"ENSG00000163312"	FALSE	FALSE	FALSE
"ENSG00000163319"	FALSE	FALSE	FALSE
"ENSG00000163320"	TRUE	FALSE	FALSE
"ENSG00000163322"	FALSE	FALSE	FALSE
"ENSG00000163328"	TRUE	TRUE	FALSE
"ENSG00000163344"	FALSE	FALSE	FALSE
"ENSG00000163346"	FALSE	FALSE	FALSE
"ENSG00000163347"	TRUE	TRUE	FALSE
"ENSG00000163348"	FALSE	FALSE	FALSE
"ENSG00000163349"	TRUE	FALSE	FALSE
"ENSG00000163354"	TRUE	TRUE	FALSE
"ENSG00000163359"	TRUE	FALSE	FALSE
"ENSG00000163364"	TRUE	TRUE	TRUE
"ENSG00000163374"	FALSE	FALSE	FALSE
"ENSG00000163376"	FALSE	FALSE	FALSE
"ENSG00000163378"	FALSE	FALSE	FALSE
"ENSG00000163380"	FALSE	FALSE	FALSE
"ENSG00000163382"	FALSE	FALSE	FALSE
"ENSG00000163386"	TRUE	TRUE	FALSE
"ENSG00000163389"	TRUE	TRUE	FALSE
"ENSG00000163393"	TRUE	TRUE	FALSE
"ENSG00000163399"	TRUE	TRUE	FALSE
"ENSG00000163406"	TRUE	TRUE	FALSE
"ENSG00000163412"	TRUE	FALSE	FALSE
"ENSG00000163428"	TRUE	TRUE	FALSE
"ENSG00000163430"	FALSE	TRUE	FALSE
"ENSG00000163431"	FALSE	FALSE	FALSE
"ENSG00000163444"	FALSE	FALSE	FALSE
"ENSG00000163449"	FALSE	FALSE	FALSE
"ENSG00000163453"	FALSE	FALSE	FALSE
"ENSG00000163463"	FALSE	FALSE	FALSE
"ENSG00000163464"	TRUE	FALSE	FALSE
"ENSG00000163466"	FALSE	FALSE	FALSE
"ENSG00000163468"	FALSE	FALSE	FALSE
"ENSG00000163472"	TRUE	TRUE	FALSE
"ENSG00000163479"	FALSE	FALSE	FALSE
"ENSG00000163481"	FALSE	FALSE	FALSE
"ENSG00000163482"	FALSE	FALSE	FALSE
"ENSG00000163485"	FALSE	FALSE	FALSE
"ENSG00000163486"	FALSE	TRUE	FALSE
"ENSG00000163491"	TRUE	TRUE	FALSE
"ENSG00000163492"	FALSE	FALSE	FALSE
"ENSG00000163507"	FALSE	FALSE	FALSE
"ENSG00000163508"	TRUE	FALSE	FALSE
"ENSG00000163510"	FALSE	FALSE	FALSE
"ENSG00000163512"	FALSE	FALSE	FALSE
"ENSG00000163513"	TRUE	TRUE	FALSE
"ENSG00000163516"	FALSE	FALSE	FALSE
"ENSG00000163517"	FALSE	FALSE	FALSE
"ENSG00000163520"	TRUE	TRUE	FALSE
"ENSG00000163521"	TRUE	TRUE	FALSE
"ENSG00000163527"	FALSE	FALSE	FALSE
"ENSG00000163528"	FALSE	FALSE	FALSE
"ENSG00000163531"	TRUE	TRUE	FALSE
"ENSG00000163535"	FALSE	FALSE	FALSE
"ENSG00000163536"	TRUE	TRUE	TRUE
"ENSG00000163539"	FALSE	FALSE	FALSE
"ENSG00000163541"	FALSE	FALSE	FALSE
"ENSG00000163545"	FALSE	FALSE	FALSE
"ENSG00000163558"	TRUE	FALSE	FALSE
"ENSG00000163563"	TRUE	FALSE	FALSE
"ENSG00000163564"	TRUE	TRUE	FALSE
"ENSG00000163565"	FALSE	FALSE	FALSE
"ENSG00000163577"	FALSE	FALSE	FALSE
"ENSG00000163584"	TRUE	TRUE	FALSE
"ENSG00000163590"	TRUE	TRUE	TRUE
"ENSG00000163596"	FALSE	FALSE	FALSE
"ENSG00000163597"	FALSE	FALSE	FALSE
"ENSG00000163599"	TRUE	TRUE	FALSE
"ENSG00000163602"	FALSE	FALSE	FALSE
"ENSG00000163605"	TRUE	TRUE	FALSE
"ENSG00000163606"	TRUE	FALSE	FALSE
"ENSG00000163607"	FALSE	FALSE	FALSE
"ENSG00000163608"	FALSE	FALSE	FALSE
"ENSG00000163611"	FALSE	FALSE	FALSE
"ENSG00000163617"	TRUE	TRUE	FALSE
"ENSG00000163618"	TRUE	TRUE	FALSE
"ENSG00000163624"	FALSE	TRUE	FALSE
"ENSG00000163625"	FALSE	FALSE	FALSE
"ENSG00000163626"	FALSE	FALSE	FALSE
"ENSG00000163629"	FALSE	FALSE	FALSE
"ENSG00000163630"	TRUE	TRUE	FALSE
"ENSG00000163633"	TRUE	TRUE	FALSE
"ENSG00000163634"	FALSE	FALSE	FALSE
"ENSG00000163635"	FALSE	FALSE	FALSE
"ENSG00000163636"	FALSE	FALSE	FALSE
"ENSG00000163637"	FALSE	TRUE	FALSE
"ENSG00000163638"	TRUE	TRUE	TRUE
"ENSG00000163644"	FALSE	FALSE	FALSE
"ENSG00000163655"	FALSE	FALSE	FALSE
"ENSG00000163659"	TRUE	TRUE	FALSE
"ENSG00000163660"	FALSE	FALSE	FALSE
"ENSG00000163661"	TRUE	TRUE	FALSE
"ENSG00000163666"	TRUE	TRUE	FALSE
"ENSG00000163673"	FALSE	FALSE	FALSE
"ENSG00000163681"	FALSE	FALSE	FALSE
"ENSG00000163682"	FALSE	FALSE	FALSE
"ENSG00000163683"	FALSE	FALSE	FALSE
"ENSG00000163684"	FALSE	FALSE	FALSE
"ENSG00000163686"	TRUE	TRUE	FALSE
"ENSG00000163687"	TRUE	FALSE	FALSE
"ENSG00000163694"	TRUE	TRUE	FALSE
"ENSG00000163697"	FALSE	FALSE	FALSE
"ENSG00000163701"	TRUE	FALSE	FALSE
"ENSG00000163702"	FALSE	FALSE	FALSE
"ENSG00000163703"	TRUE	FALSE	FALSE
"ENSG00000163704"	TRUE	TRUE	FALSE
"ENSG00000163710"	TRUE	TRUE	FALSE
"ENSG00000163714"	FALSE	FALSE	FALSE
"ENSG00000163719"	TRUE	TRUE	TRUE
"ENSG00000163728"	FALSE	FALSE	FALSE
"ENSG00000163734"	FALSE	FALSE	FALSE
"ENSG00000163735"	FALSE	FALSE	FALSE
"ENSG00000163738"	FALSE	FALSE	FALSE
"ENSG00000163739"	FALSE	FALSE	FALSE
"ENSG00000163743"	FALSE	FALSE	FALSE
"ENSG00000163749"	FALSE	FALSE	FALSE
"ENSG00000163751"	TRUE	TRUE	FALSE
"ENSG00000163754"	FALSE	FALSE	FALSE
"ENSG00000163755"	FALSE	FALSE	FALSE
"ENSG00000163762"	TRUE	TRUE	FALSE
"ENSG00000163781"	TRUE	FALSE	FALSE
"ENSG00000163785"	FALSE	FALSE	FALSE
"ENSG00000163788"	FALSE	FALSE	FALSE
"ENSG00000163793"	FALSE	FALSE	FALSE
"ENSG00000163794"	TRUE	TRUE	FALSE
"ENSG00000163795"	FALSE	FALSE	FALSE
"ENSG00000163798"	FALSE	FALSE	FALSE
"ENSG00000163803"	FALSE	TRUE	FALSE
"ENSG00000163807"	FALSE	FALSE	FALSE
"ENSG00000163808"	FALSE	FALSE	FALSE
"ENSG00000163811"	TRUE	FALSE	FALSE
"ENSG00000163812"	TRUE	TRUE	FALSE
"ENSG00000163814"	TRUE	TRUE	FALSE
"ENSG00000163815"	TRUE	FALSE	FALSE
"ENSG00000163818"	FALSE	FALSE	FALSE
"ENSG00000163820"	FALSE	FALSE	FALSE
"ENSG00000163823"	TRUE	TRUE	FALSE
"ENSG00000163827"	TRUE	FALSE	FALSE
"ENSG00000163832"	FALSE	FALSE	FALSE
"ENSG00000163833"	TRUE	FALSE	FALSE
"ENSG00000163840"	FALSE	FALSE	FALSE
"ENSG00000163848"	FALSE	FALSE	FALSE
"ENSG00000163864"	TRUE	TRUE	FALSE
"ENSG00000163866"	FALSE	FALSE	FALSE
"ENSG00000163867"	FALSE	FALSE	FALSE
"ENSG00000163870"	FALSE	FALSE	FALSE
"ENSG00000163872"	FALSE	FALSE	FALSE
"ENSG00000163873"	FALSE	FALSE	FALSE
"ENSG00000163874"	TRUE	FALSE	FALSE
"ENSG00000163875"	FALSE	FALSE	FALSE
"ENSG00000163877"	FALSE	FALSE	FALSE
"ENSG00000163879"	TRUE	FALSE	FALSE
"ENSG00000163882"	FALSE	FALSE	FALSE
"ENSG00000163884"	TRUE	TRUE	TRUE
"ENSG00000163898"	TRUE	TRUE	TRUE
"ENSG00000163900"	FALSE	FALSE	FALSE
"ENSG00000163902"	TRUE	TRUE	FALSE
"ENSG00000163904"	FALSE	FALSE	FALSE
"ENSG00000163909"	FALSE	FALSE	FALSE
"ENSG00000163913"	FALSE	FALSE	FALSE
"ENSG00000163918"	FALSE	FALSE	FALSE
"ENSG00000163923"	FALSE	FALSE	FALSE
"ENSG00000163930"	FALSE	FALSE	FALSE
"ENSG00000163931"	TRUE	TRUE	FALSE
"ENSG00000163932"	TRUE	TRUE	FALSE
"ENSG00000163933"	FALSE	FALSE	FALSE
"ENSG00000163935"	FALSE	FALSE	FALSE
"ENSG00000163938"	TRUE	TRUE	FALSE
"ENSG00000163939"	FALSE	FALSE	FALSE
"ENSG00000163945"	FALSE	FALSE	FALSE
"ENSG00000163946"	FALSE	FALSE	FALSE
"ENSG00000163947"	FALSE	FALSE	FALSE
"ENSG00000163950"	FALSE	FALSE	FALSE
"ENSG00000163956"	FALSE	FALSE	FALSE
"ENSG00000163960"	FALSE	FALSE	FALSE
"ENSG00000163961"	TRUE	TRUE	FALSE
"ENSG00000163964"	FALSE	FALSE	FALSE
"ENSG00000163975"	FALSE	FALSE	FALSE
"ENSG00000163993"	FALSE	FALSE	FALSE
"ENSG00000163995"	FALSE	FALSE	FALSE
"ENSG00000164002"	FALSE	FALSE	FALSE
"ENSG00000164008"	FALSE	FALSE	FALSE
"ENSG00000164010"	FALSE	FALSE	FALSE
"ENSG00000164011"	TRUE	TRUE	FALSE
"ENSG00000164022"	FALSE	FALSE	FALSE
"ENSG00000164023"	TRUE	FALSE	FALSE
"ENSG00000164024"	TRUE	TRUE	FALSE
"ENSG00000164031"	TRUE	FALSE	FALSE
"ENSG00000164032"	TRUE	TRUE	FALSE
"ENSG00000164035"	FALSE	FALSE	FALSE
"ENSG00000164037"	TRUE	TRUE	FALSE
"ENSG00000164038"	TRUE	FALSE	FALSE
"ENSG00000164039"	FALSE	FALSE	FALSE
"ENSG00000164040"	FALSE	FALSE	FALSE
"ENSG00000164045"	FALSE	FALSE	FALSE
"ENSG00000164048"	FALSE	FALSE	FALSE
"ENSG00000164050"	TRUE	TRUE	FALSE
"ENSG00000164051"	FALSE	FALSE	FALSE
"ENSG00000164053"	FALSE	FALSE	FALSE
"ENSG00000164054"	TRUE	TRUE	FALSE
"ENSG00000164056"	FALSE	FALSE	FALSE
"ENSG00000164061"	TRUE	TRUE	FALSE
"ENSG00000164062"	FALSE	FALSE	FALSE
"ENSG00000164066"	TRUE	TRUE	FALSE
"ENSG00000164068"	FALSE	FALSE	FALSE
"ENSG00000164070"	FALSE	FALSE	FALSE
"ENSG00000164073"	FALSE	FALSE	FALSE
"ENSG00000164074"	TRUE	TRUE	FALSE
"ENSG00000164077"	FALSE	FALSE	FALSE
"ENSG00000164078"	TRUE	TRUE	TRUE
"ENSG00000164080"	FALSE	FALSE	FALSE
"ENSG00000164081"	FALSE	FALSE	FALSE
"ENSG00000164082"	TRUE	TRUE	FALSE
"ENSG00000164086"	FALSE	TRUE	FALSE
"ENSG00000164087"	FALSE	FALSE	FALSE
"ENSG00000164088"	TRUE	TRUE	FALSE
"ENSG00000164089"	TRUE	TRUE	TRUE
"ENSG00000164091"	FALSE	FALSE	FALSE
"ENSG00000164096"	FALSE	FALSE	FALSE
"ENSG00000164104"	FALSE	FALSE	FALSE
"ENSG00000164105"	TRUE	TRUE	FALSE
"ENSG00000164106"	TRUE	TRUE	FALSE
"ENSG00000164107"	FALSE	FALSE	FALSE
"ENSG00000164109"	FALSE	FALSE	FALSE
"ENSG00000164111"	FALSE	FALSE	FALSE
"ENSG00000164114"	FALSE	FALSE	FALSE
"ENSG00000164116"	FALSE	FALSE	FALSE
"ENSG00000164117"	FALSE	FALSE	FALSE
"ENSG00000164118"	FALSE	FALSE	FALSE
"ENSG00000164120"	TRUE	FALSE	FALSE
"ENSG00000164122"	FALSE	FALSE	FALSE
"ENSG00000164124"	FALSE	FALSE	FALSE
"ENSG00000164125"	FALSE	FALSE	FALSE
"ENSG00000164128"	FALSE	TRUE	FALSE
"ENSG00000164129"	TRUE	TRUE	FALSE
"ENSG00000164134"	TRUE	TRUE	FALSE
"ENSG00000164136"	FALSE	FALSE	FALSE
"ENSG00000164142"	TRUE	FALSE	FALSE
"ENSG00000164144"	FALSE	FALSE	FALSE
"ENSG00000164151"	TRUE	FALSE	FALSE
"ENSG00000164161"	TRUE	TRUE	FALSE
"ENSG00000164162"	FALSE	FALSE	FALSE
"ENSG00000164163"	TRUE	FALSE	FALSE
"ENSG00000164164"	TRUE	FALSE	FALSE
"ENSG00000164167"	FALSE	FALSE	FALSE
"ENSG00000164168"	TRUE	TRUE	FALSE
"ENSG00000164169"	FALSE	FALSE	FALSE
"ENSG00000164171"	FALSE	FALSE	FALSE
"ENSG00000164172"	FALSE	TRUE	FALSE
"ENSG00000164176"	TRUE	TRUE	FALSE
"ENSG00000164180"	TRUE	FALSE	FALSE
"ENSG00000164181"	TRUE	FALSE	FALSE
"ENSG00000164182"	FALSE	TRUE	FALSE
"ENSG00000164187"	TRUE	FALSE	FALSE
"ENSG00000164188"	FALSE	FALSE	FALSE
"ENSG00000164190"	FALSE	FALSE	FALSE
"ENSG00000164197"	TRUE	FALSE	FALSE
"ENSG00000164209"	TRUE	TRUE	FALSE
"ENSG00000164211"	FALSE	FALSE	FALSE
"ENSG00000164219"	FALSE	FALSE	FALSE
"ENSG00000164220"	TRUE	TRUE	FALSE
"ENSG00000164221"	FALSE	FALSE	FALSE
"ENSG00000164237"	FALSE	FALSE	FALSE
"ENSG00000164241"	FALSE	FALSE	FALSE
"ENSG00000164244"	FALSE	FALSE	FALSE
"ENSG00000164251"	FALSE	TRUE	FALSE
"ENSG00000164252"	FALSE	FALSE	FALSE
"ENSG00000164253"	FALSE	FALSE	FALSE
"ENSG00000164258"	FALSE	FALSE	FALSE
"ENSG00000164266"	FALSE	FALSE	FALSE
"ENSG00000164270"	TRUE	TRUE	FALSE
"ENSG00000164283"	TRUE	TRUE	FALSE
"ENSG00000164284"	FALSE	FALSE	FALSE
"ENSG00000164291"	TRUE	TRUE	FALSE
"ENSG00000164292"	TRUE	FALSE	FALSE
"ENSG00000164294"	TRUE	TRUE	FALSE
"ENSG00000164296"	FALSE	FALSE	FALSE
"ENSG00000164300"	FALSE	FALSE	FALSE
"ENSG00000164303"	TRUE	TRUE	FALSE
"ENSG00000164305"	FALSE	FALSE	FALSE
"ENSG00000164306"	FALSE	FALSE	FALSE
"ENSG00000164307"	FALSE	FALSE	FALSE
"ENSG00000164308"	TRUE	FALSE	FALSE
"ENSG00000164309"	FALSE	FALSE	FALSE
"ENSG00000164318"	FALSE	FALSE	FALSE
"ENSG00000164323"	TRUE	FALSE	FALSE
"ENSG00000164327"	FALSE	TRUE	FALSE
"ENSG00000164329"	FALSE	FALSE	FALSE
"ENSG00000164330"	FALSE	FALSE	FALSE
"ENSG00000164331"	FALSE	FALSE	FALSE
"ENSG00000164332"	FALSE	FALSE	FALSE
"ENSG00000164338"	TRUE	TRUE	FALSE
"ENSG00000164342"	FALSE	FALSE	FALSE
"ENSG00000164344"	FALSE	FALSE	FALSE
"ENSG00000164346"	FALSE	FALSE	FALSE
"ENSG00000164347"	FALSE	FALSE	FALSE
"ENSG00000164366"	FALSE	FALSE	FALSE
"ENSG00000164385"	FALSE	TRUE	FALSE
"ENSG00000164398"	FALSE	FALSE	FALSE
"ENSG00000164402"	FALSE	FALSE	FALSE
"ENSG00000164403"	TRUE	FALSE	FALSE
"ENSG00000164404"	TRUE	FALSE	FALSE
"ENSG00000164405"	FALSE	FALSE	FALSE
"ENSG00000164406"	FALSE	FALSE	FALSE
"ENSG00000164414"	FALSE	FALSE	FALSE
"ENSG00000164418"	FALSE	TRUE	FALSE
"ENSG00000164430"	FALSE	FALSE	FALSE
"ENSG00000164440"	FALSE	FALSE	FALSE
"ENSG00000164442"	FALSE	FALSE	FALSE
"ENSG00000164463"	FALSE	FALSE	FALSE
"ENSG00000164465"	FALSE	FALSE	FALSE
"ENSG00000164466"	FALSE	FALSE	FALSE
"ENSG00000164483"	TRUE	TRUE	TRUE
"ENSG00000164484"	TRUE	TRUE	FALSE
"ENSG00000164488"	TRUE	TRUE	FALSE
"ENSG00000164494"	FALSE	FALSE	FALSE
"ENSG00000164506"	TRUE	FALSE	FALSE
"ENSG00000164530"	TRUE	TRUE	TRUE
"ENSG00000164532"	TRUE	FALSE	FALSE
"ENSG00000164535"	FALSE	FALSE	FALSE
"ENSG00000164542"	TRUE	TRUE	FALSE
"ENSG00000164543"	FALSE	FALSE	FALSE
"ENSG00000164548"	FALSE	FALSE	FALSE
"ENSG00000164574"	FALSE	FALSE	FALSE
"ENSG00000164576"	FALSE	FALSE	FALSE
"ENSG00000164587"	FALSE	FALSE	FALSE
"ENSG00000164591"	TRUE	TRUE	FALSE
"ENSG00000164597"	FALSE	FALSE	FALSE
"ENSG00000164603"	FALSE	FALSE	FALSE
"ENSG00000164604"	TRUE	TRUE	FALSE
"ENSG00000164609"	FALSE	FALSE	FALSE
"ENSG00000164610"	FALSE	FALSE	FALSE
"ENSG00000164611"	TRUE	FALSE	FALSE
"ENSG00000164615"	FALSE	FALSE	FALSE
"ENSG00000164619"	TRUE	FALSE	FALSE
"ENSG00000164620"	FALSE	FALSE	FALSE
"ENSG00000164626"	TRUE	TRUE	FALSE
"ENSG00000164627"	TRUE	FALSE	FALSE
"ENSG00000164631"	FALSE	FALSE	FALSE
"ENSG00000164638"	TRUE	FALSE	FALSE
"ENSG00000164647"	FALSE	FALSE	FALSE
"ENSG00000164649"	FALSE	FALSE	FALSE
"ENSG00000164654"	TRUE	TRUE	FALSE
"ENSG00000164659"	FALSE	FALSE	FALSE
"ENSG00000164663"	FALSE	FALSE	FALSE
"ENSG00000164669"	FALSE	TRUE	FALSE
"ENSG00000164674"	TRUE	FALSE	FALSE
"ENSG00000164683"	FALSE	FALSE	FALSE
"ENSG00000164684"	FALSE	TRUE	FALSE
"ENSG00000164687"	TRUE	TRUE	FALSE
"ENSG00000164691"	TRUE	FALSE	FALSE
"ENSG00000164692"	TRUE	TRUE	TRUE
"ENSG00000164694"	TRUE	TRUE	TRUE
"ENSG00000164695"	TRUE	TRUE	FALSE
"ENSG00000164707"	FALSE	FALSE	FALSE
"ENSG00000164708"	FALSE	FALSE	FALSE
"ENSG00000164713"	FALSE	FALSE	FALSE
"ENSG00000164715"	FALSE	FALSE	FALSE
"ENSG00000164733"	TRUE	TRUE	FALSE
"ENSG00000164736"	TRUE	FALSE	FALSE
"ENSG00000164741"	FALSE	FALSE	FALSE
"ENSG00000164742"	FALSE	FALSE	FALSE
"ENSG00000164743"	FALSE	FALSE	FALSE
"ENSG00000164751"	FALSE	FALSE	FALSE
"ENSG00000164754"	TRUE	FALSE	FALSE
"ENSG00000164758"	FALSE	FALSE	FALSE
"ENSG00000164761"	TRUE	TRUE	FALSE
"ENSG00000164764"	FALSE	FALSE	FALSE
"ENSG00000164776"	FALSE	FALSE	FALSE
"ENSG00000164808"	FALSE	FALSE	FALSE
"ENSG00000164815"	FALSE	FALSE	FALSE
"ENSG00000164818"	FALSE	FALSE	FALSE
"ENSG00000164823"	FALSE	FALSE	FALSE
"ENSG00000164828"	FALSE	FALSE	FALSE
"ENSG00000164830"	TRUE	FALSE	FALSE
"ENSG00000164841"	TRUE	TRUE	FALSE
"ENSG00000164845"	TRUE	FALSE	FALSE
"ENSG00000164849"	FALSE	FALSE	FALSE
"ENSG00000164850"	FALSE	FALSE	FALSE
"ENSG00000164867"	FALSE	FALSE	FALSE
"ENSG00000164877"	FALSE	FALSE	FALSE
"ENSG00000164879"	TRUE	TRUE	FALSE
"ENSG00000164880"	FALSE	FALSE	FALSE
"ENSG00000164885"	FALSE	FALSE	FALSE
"ENSG00000164889"	FALSE	FALSE	FALSE
"ENSG00000164896"	FALSE	FALSE	FALSE
"ENSG00000164897"	FALSE	FALSE	FALSE
"ENSG00000164898"	FALSE	FALSE	FALSE
"ENSG00000164900"	TRUE	FALSE	FALSE
"ENSG00000164902"	FALSE	FALSE	FALSE
"ENSG00000164904"	FALSE	FALSE	FALSE
"ENSG00000164916"	FALSE	FALSE	FALSE
"ENSG00000164919"	FALSE	FALSE	FALSE
"ENSG00000164920"	FALSE	FALSE	FALSE
"ENSG00000164924"	FALSE	FALSE	FALSE
"ENSG00000164929"	TRUE	TRUE	FALSE
"ENSG00000164930"	TRUE	FALSE	FALSE
"ENSG00000164932"	TRUE	TRUE	FALSE
"ENSG00000164933"	TRUE	FALSE	FALSE
"ENSG00000164934"	FALSE	FALSE	FALSE
"ENSG00000164938"	FALSE	FALSE	FALSE
"ENSG00000164941"	FALSE	FALSE	FALSE
"ENSG00000164944"	FALSE	FALSE	FALSE
"ENSG00000164946"	TRUE	TRUE	TRUE
"ENSG00000164949"	FALSE	TRUE	FALSE
"ENSG00000164951"	FALSE	FALSE	FALSE
"ENSG00000164953"	FALSE	FALSE	FALSE
"ENSG00000164961"	FALSE	FALSE	FALSE
"ENSG00000164967"	TRUE	FALSE	FALSE
"ENSG00000164970"	FALSE	FALSE	FALSE
"ENSG00000164972"	TRUE	TRUE	FALSE
"ENSG00000164975"	FALSE	FALSE	FALSE
"ENSG00000164976"	FALSE	FALSE	FALSE
"ENSG00000164978"	FALSE	FALSE	FALSE
"ENSG00000164983"	TRUE	FALSE	FALSE
"ENSG00000164985"	FALSE	FALSE	FALSE
"ENSG00000164989"	TRUE	TRUE	FALSE
"ENSG00000165006"	FALSE	FALSE	FALSE
"ENSG00000165025"	FALSE	FALSE	FALSE
"ENSG00000165028"	FALSE	FALSE	FALSE
"ENSG00000165029"	FALSE	FALSE	FALSE
"ENSG00000165030"	TRUE	TRUE	FALSE
"ENSG00000165046"	TRUE	TRUE	FALSE
"ENSG00000165055"	FALSE	FALSE	FALSE
"ENSG00000165060"	FALSE	FALSE	FALSE
"ENSG00000165061"	TRUE	TRUE	FALSE
"ENSG00000165071"	TRUE	TRUE	FALSE
"ENSG00000165072"	TRUE	TRUE	FALSE
"ENSG00000165084"	TRUE	TRUE	FALSE
"ENSG00000165092"	TRUE	TRUE	FALSE
"ENSG00000165097"	FALSE	FALSE	FALSE
"ENSG00000165102"	FALSE	FALSE	FALSE
"ENSG00000165105"	TRUE	TRUE	TRUE
"ENSG00000165113"	FALSE	FALSE	FALSE
"ENSG00000165115"	FALSE	FALSE	FALSE
"ENSG00000165118"	FALSE	FALSE	FALSE
"ENSG00000165119"	FALSE	FALSE	FALSE
"ENSG00000165121"	FALSE	FALSE	FALSE
"ENSG00000165124"	TRUE	TRUE	FALSE
"ENSG00000165138"	FALSE	FALSE	FALSE
"ENSG00000165140"	TRUE	TRUE	FALSE
"ENSG00000165152"	FALSE	FALSE	FALSE
"ENSG00000165156"	FALSE	FALSE	FALSE
"ENSG00000165168"	TRUE	TRUE	FALSE
"ENSG00000165169"	FALSE	FALSE	FALSE
"ENSG00000165171"	TRUE	TRUE	FALSE
"ENSG00000165175"	TRUE	TRUE	FALSE
"ENSG00000165178"	TRUE	FALSE	FALSE
"ENSG00000165185"	FALSE	FALSE	FALSE
"ENSG00000165186"	FALSE	FALSE	FALSE
"ENSG00000165192"	TRUE	TRUE	FALSE
"ENSG00000165194"	TRUE	TRUE	FALSE
"ENSG00000165195"	TRUE	TRUE	FALSE
"ENSG00000165197"	FALSE	FALSE	FALSE
"ENSG00000165209"	TRUE	TRUE	TRUE
"ENSG00000165219"	TRUE	FALSE	FALSE
"ENSG00000165233"	FALSE	FALSE	FALSE
"ENSG00000165238"	FALSE	FALSE	FALSE
"ENSG00000165240"	FALSE	FALSE	FALSE
"ENSG00000165244"	TRUE	TRUE	FALSE
"ENSG00000165259"	FALSE	FALSE	FALSE
"ENSG00000165264"	FALSE	FALSE	FALSE
"ENSG00000165269"	FALSE	TRUE	FALSE
"ENSG00000165271"	FALSE	FALSE	FALSE
"ENSG00000165272"	TRUE	TRUE	TRUE
"ENSG00000165275"	FALSE	FALSE	FALSE
"ENSG00000165280"	FALSE	FALSE	FALSE
"ENSG00000165282"	FALSE	FALSE	FALSE
"ENSG00000165283"	FALSE	FALSE	FALSE
"ENSG00000165288"	TRUE	FALSE	FALSE
"ENSG00000165312"	TRUE	TRUE	FALSE
"ENSG00000165322"	FALSE	FALSE	FALSE
"ENSG00000165323"	TRUE	TRUE	FALSE
"ENSG00000165338"	FALSE	FALSE	FALSE
"ENSG00000165355"	FALSE	FALSE	FALSE
"ENSG00000165359"	FALSE	FALSE	FALSE
"ENSG00000165379"	TRUE	TRUE	FALSE
