"DEgenes_DCM"	"DEgenes_HCM"	"DEgenes_PPCM"	"DEgenes_IntDCM"	"DEgenes_IntHCM"
"ENSG00000272411"	"ENSG00000163633"	NA	NA	NA
"ENSG00000137218"	"ENSG00000182749"	NA	NA	NA
"ENSG00000137103"	"ENSG00000136250"	NA	NA	NA
"ENSG00000255794"	"ENSG00000104635"	NA	NA	NA
"ENSG00000254726"	"ENSG00000172361"	NA	NA	NA
"ENSG00000215301"	"ENSG00000008710"	NA	NA	NA
"ENSG00000133247"	"ENSG00000155093"	NA	NA	NA
"ENSG00000166743"	"ENSG00000111077"	NA	NA	NA
"ENSG00000113739"	"ENSG00000183134"	NA	NA	NA
"ENSG00000204706"	"ENSG00000272343"	NA	NA	NA
"ENSG00000139178"	"ENSG00000108604"	NA	NA	NA
"ENSG00000159231"	"ENSG00000074181"	NA	NA	NA
"ENSG00000059377"	"ENSG00000102226"	NA	NA	NA
"ENSG00000071282"	"ENSG00000071539"	NA	NA	NA
"ENSG00000115020"	"ENSG00000170293"	NA	NA	NA
"ENSG00000174175"	"ENSG00000253051"	NA	NA	NA
"ENSG00000137145"	"ENSG00000144560"	NA	NA	NA
"ENSG00000144837"	"ENSG00000132541"	NA	NA	NA
"ENSG00000234040"	"ENSG00000257735"	NA	NA	NA
"ENSG00000170113"	"ENSG00000172840"	NA	NA	NA
"ENSG00000025156"	"ENSG00000027697"	NA	NA	NA
"ENSG00000251396"	"ENSG00000101104"	NA	NA	NA
"ENSG00000111678"	"ENSG00000258920"	NA	NA	NA
"ENSG00000085063"	"ENSG00000165731"	NA	NA	NA
"ENSG00000214140"	"ENSG00000141401"	NA	NA	NA
"ENSG00000261521"	"ENSG00000152749"	NA	NA	NA
"ENSG00000267013"	"ENSG00000099337"	NA	NA	NA
"ENSG00000256616"	"ENSG00000124615"	NA	NA	NA
"ENSG00000140688"	"ENSG00000175471"	NA	NA	NA
"ENSG00000111424"	"ENSG00000164604"	NA	NA	NA
"ENSG00000109472"	"ENSG00000100644"	NA	NA	NA
"ENSG00000149476"	"ENSG00000033327"	NA	NA	NA
"ENSG00000255310"	"ENSG00000224897"	NA	NA	NA
"ENSG00000238228"	"ENSG00000235997"	NA	NA	NA
"ENSG00000160949"	"ENSG00000231518"	NA	NA	NA
"ENSG00000140931"	"ENSG00000132003"	NA	NA	NA
"ENSG00000213707"	"ENSG00000196696"	NA	NA	NA
"ENSG00000235997"	"ENSG00000147168"	NA	NA	NA
"ENSG00000113368"	"ENSG00000134046"	NA	NA	NA
"ENSG00000138395"	"ENSG00000184441"	NA	NA	NA
"ENSG00000130770"	"ENSG00000133195"	NA	NA	NA
"ENSG00000180660"	"ENSG00000170190"	NA	NA	NA
"ENSG00000225674"	"ENSG00000188803"	NA	NA	NA
"ENSG00000234323"	"ENSG00000236972"	NA	NA	NA
"ENSG00000073111"	"ENSG00000188672"	NA	NA	NA
"ENSG00000135314"	"ENSG00000114735"	NA	NA	NA
"ENSG00000183032"	"ENSG00000166257"	NA	NA	NA
"ENSG00000144357"	"ENSG00000157193"	NA	NA	NA
"ENSG00000267470"	"ENSG00000269345"	NA	NA	NA
"ENSG00000204860"	"ENSG00000128016"	NA	NA	NA
"ENSG00000197779"	"ENSG00000134851"	NA	NA	NA
"ENSG00000156050"	"ENSG00000120262"	NA	NA	NA
"ENSG00000269940"	"ENSG00000178860"	NA	NA	NA
"ENSG00000150768"	"ENSG00000084110"	NA	NA	NA
"ENSG00000235043"	"ENSG00000214193"	NA	NA	NA
"ENSG00000185904"	"ENSG00000115525"	NA	NA	NA
"ENSG00000140691"	"ENSG00000214140"	NA	NA	NA
"ENSG00000267080"	"ENSG00000004139"	NA	NA	NA
"ENSG00000160211"	"ENSG00000130813"	NA	NA	NA
"ENSG00000198842"	"ENSG00000142661"	NA	NA	NA
"ENSG00000151414"	"ENSG00000203943"	NA	NA	NA
"ENSG00000112031"	"ENSG00000116574"	NA	NA	NA
"ENSG00000166707"	"ENSG00000140968"	NA	NA	NA
"ENSG00000120262"	"ENSG00000233820"	NA	NA	NA
"ENSG00000253251"	"ENSG00000213341"	NA	NA	NA
"ENSG00000060656"	"ENSG00000196821"	NA	NA	NA
"ENSG00000182578"	"ENSG00000135540"	NA	NA	NA
"ENSG00000163531"	"ENSG00000230510"	NA	NA	NA
"ENSG00000236609"	"ENSG00000116016"	NA	NA	NA
"ENSG00000180354"	"ENSG00000196787"	NA	NA	NA
"ENSG00000255103"	"ENSG00000175155"	NA	NA	NA
"ENSG00000138798"	"ENSG00000163719"	NA	NA	NA
"ENSG00000104518"	"ENSG00000107562"	NA	NA	NA
"ENSG00000163605"	"ENSG00000151746"	NA	NA	NA
"ENSG00000153339"	"ENSG00000169515"	NA	NA	NA
"ENSG00000207864"	"ENSG00000130600"	NA	NA	NA
"ENSG00000184675"	"ENSG00000137726"	NA	NA	NA
"ENSG00000172164"	"ENSG00000261652"	NA	NA	NA
"ENSG00000270964"	"ENSG00000100196"	NA	NA	NA
"ENSG00000116981"	"ENSG00000155066"	NA	NA	NA
"ENSG00000182324"	"ENSG00000180198"	NA	NA	NA
"ENSG00000159714"	"ENSG00000250305"	NA	NA	NA
"ENSG00000245573"	"ENSG00000170525"	NA	NA	NA
"ENSG00000265888"	"ENSG00000138119"	NA	NA	NA
"ENSG00000145734"	"ENSG00000245025"	NA	NA	NA
"ENSG00000232224"	"ENSG00000236859"	NA	NA	NA
"ENSG00000186567"	"ENSG00000125885"	NA	NA	NA
"ENSG00000113448"	"ENSG00000102032"	NA	NA	NA
"ENSG00000185432"	"ENSG00000152213"	NA	NA	NA
"ENSG00000133083"	"ENSG00000066629"	NA	NA	NA
"ENSG00000146476"	"ENSG00000014138"	NA	NA	NA
"ENSG00000176293"	"ENSG00000206052"	NA	NA	NA
"ENSG00000261685"	"ENSG00000197948"	NA	NA	NA
"ENSG00000138660"	"ENSG00000156587"	NA	NA	NA
"ENSG00000114450"	"ENSG00000176293"	NA	NA	NA
"ENSG00000156127"	"ENSG00000260591"	NA	NA	NA
"ENSG00000198087"	"ENSG00000146147"	NA	NA	NA
"ENSG00000125611"	"ENSG00000118640"	NA	NA	NA
"ENSG00000167850"	"ENSG00000134363"	NA	NA	NA
"ENSG00000119946"	"ENSG00000273477"	NA	NA	NA
"ENSG00000188732"	"ENSG00000100181"	NA	NA	NA
"ENSG00000165912"	"ENSG00000131153"	NA	NA	NA
"ENSG00000162066"	"ENSG00000143847"	NA	NA	NA
"ENSG00000135002"	"ENSG00000165192"	NA	NA	NA
"ENSG00000257242"	"ENSG00000260025"	NA	NA	NA
"ENSG00000120949"	"ENSG00000205885"	NA	NA	NA
"ENSG00000228146"	"ENSG00000169592"	NA	NA	NA
"ENSG00000232040"	"ENSG00000187672"	NA	NA	NA
"ENSG00000198133"	"ENSG00000164591"	NA	NA	NA
"ENSG00000139567"	"ENSG00000176896"	NA	NA	NA
"ENSG00000157224"	"ENSG00000196839"	NA	NA	NA
"ENSG00000186577"	"ENSG00000172785"	NA	NA	NA
"ENSG00000187244"	"ENSG00000271848"	NA	NA	NA
"ENSG00000273382"	"ENSG00000260523"	NA	NA	NA
"ENSG00000149554"	"ENSG00000140104"	NA	NA	NA
"ENSG00000168685"	"ENSG00000114279"	NA	NA	NA
"ENSG00000174405"	"ENSG00000124374"	NA	NA	NA
"ENSG00000105339"	"ENSG00000270049"	NA	NA	NA
"ENSG00000254470"	"ENSG00000186567"	NA	NA	NA
"ENSG00000148730"	"ENSG00000241288"	NA	NA	NA
"ENSG00000229852"	"ENSG00000161921"	NA	NA	NA
"ENSG00000175518"	"ENSG00000260948"	NA	NA	NA
"ENSG00000235423"	"ENSG00000187720"	NA	NA	NA
"ENSG00000129292"	"ENSG00000109472"	NA	NA	NA
"ENSG00000187773"	"ENSG00000131943"	NA	NA	NA
"ENSG00000179348"	"ENSG00000183018"	NA	NA	NA
"ENSG00000050344"	"ENSG00000173545"	NA	NA	NA
"ENSG00000237515"	"ENSG00000152229"	NA	NA	NA
"ENSG00000226094"	"ENSG00000196456"	NA	NA	NA
"ENSG00000170955"	"ENSG00000132879"	NA	NA	NA
"ENSG00000169896"	"ENSG00000079337"	NA	NA	NA
"ENSG00000107281"	"ENSG00000151882"	NA	NA	NA
"ENSG00000166446"	"ENSG00000175262"	NA	NA	NA
"ENSG00000108395"	"ENSG00000197747"	NA	NA	NA
"ENSG00000175548"	"ENSG00000266964"	NA	NA	NA
"ENSG00000213290"	"ENSG00000197140"	NA	NA	NA
"ENSG00000240005"	"ENSG00000071282"	NA	NA	NA
"ENSG00000250182"	"ENSG00000169684"	NA	NA	NA
"ENSG00000106123"	"ENSG00000245317"	NA	NA	NA
"ENSG00000175699"	"ENSG00000100902"	NA	NA	NA
"ENSG00000137962"	"ENSG00000136720"	NA	NA	NA
"ENSG00000147459"	"ENSG00000271576"	NA	NA	NA
"ENSG00000131910"	"ENSG00000184867"	NA	NA	NA
"ENSG00000178074"	"ENSG00000257218"	NA	NA	NA
"ENSG00000139914"	"ENSG00000154556"	NA	NA	NA
"ENSG00000173992"	"ENSG00000170185"	NA	NA	NA
"ENSG00000038427"	"ENSG00000117877"	NA	NA	NA
"ENSG00000105352"	"ENSG00000224066"	NA	NA	NA
"ENSG00000146215"	"ENSG00000234694"	NA	NA	NA
"ENSG00000163428"	"ENSG00000259826"	NA	NA	NA
"ENSG00000138028"	"ENSG00000113580"	NA	NA	NA
"ENSG00000203727"	"ENSG00000136560"	NA	NA	NA
"ENSG00000271927"	"ENSG00000178695"	NA	NA	NA
"ENSG00000272661"	"ENSG00000240875"	NA	NA	NA
"ENSG00000137726"	"ENSG00000142632"	NA	NA	NA
"ENSG00000107295"	"ENSG00000223508"	NA	NA	NA
"ENSG00000163563"	"ENSG00000140853"	NA	NA	NA
"ENSG00000147180"	"ENSG00000186523"	NA	NA	NA
"ENSG00000106665"	"ENSG00000115758"	NA	NA	NA
"ENSG00000177354"	"ENSG00000205334"	NA	NA	NA
"ENSG00000261269"	"ENSG00000264608"	NA	NA	NA
"ENSG00000089682"	"ENSG00000005379"	NA	NA	NA
"ENSG00000181392"	"ENSG00000177042"	NA	NA	NA
"ENSG00000261428"	"ENSG00000184584"	NA	NA	NA
"ENSG00000144366"	"ENSG00000021645"	NA	NA	NA
"ENSG00000151491"	"ENSG00000111371"	NA	NA	NA
"ENSG00000175229"	"ENSG00000145545"	NA	NA	NA
"ENSG00000105327"	"ENSG00000096696"	NA	NA	NA
"ENSG00000151229"	"ENSG00000186577"	NA	NA	NA
"ENSG00000137710"	"ENSG00000151726"	NA	NA	NA
"ENSG00000123066"	"ENSG00000156469"	NA	NA	NA
"ENSG00000270419"	"ENSG00000033800"	NA	NA	NA
"ENSG00000228436"	"ENSG00000186446"	NA	NA	NA
"ENSG00000251459"	"ENSG00000186818"	NA	NA	NA
"ENSG00000253327"	"ENSG00000047849"	NA	NA	NA
"ENSG00000168268"	"ENSG00000065833"	NA	NA	NA
"ENSG00000170264"	"ENSG00000223855"	NA	NA	NA
"ENSG00000273456"	"ENSG00000161714"	NA	NA	NA
"ENSG00000110841"	"ENSG00000089101"	NA	NA	NA
"ENSG00000163251"	"ENSG00000115896"	NA	NA	NA
"ENSG00000160712"	"ENSG00000133121"	NA	NA	NA
"ENSG00000231999"	"ENSG00000162894"	NA	NA	NA
"ENSG00000137575"	"ENSG00000241764"	NA	NA	NA
"ENSG00000014914"	"ENSG00000185745"	NA	NA	NA
"ENSG00000266714"	"ENSG00000112210"	NA	NA	NA
"ENSG00000123374"	"ENSG00000240694"	NA	NA	NA
"ENSG00000007255"	"ENSG00000267248"	NA	NA	NA
"ENSG00000132356"	"ENSG00000250067"	NA	NA	NA
"ENSG00000198604"	"ENSG00000264098"	NA	NA	NA
"ENSG00000225670"	"ENSG00000023572"	NA	NA	NA
"ENSG00000104756"	"ENSG00000028277"	NA	NA	NA
"ENSG00000185947"	"ENSG00000163659"	NA	NA	NA
"ENSG00000197380"	"ENSG00000176903"	NA	NA	NA
"ENSG00000145555"	"ENSG00000129991"	NA	NA	NA
"ENSG00000119737"	"ENSG00000150636"	NA	NA	NA
"ENSG00000237296"	"ENSG00000183569"	NA	NA	NA
"ENSG00000173744"	"ENSG00000149554"	NA	NA	NA
"ENSG00000112667"	"ENSG00000152049"	NA	NA	NA
"ENSG00000174171"	"ENSG00000223403"	NA	NA	NA
"ENSG00000010072"	"ENSG00000129170"	NA	NA	NA
"ENSG00000164989"	"ENSG00000214114"	NA	NA	NA
"ENSG00000272579"	"ENSG00000175183"	NA	NA	NA
"ENSG00000142303"	"ENSG00000248049"	NA	NA	NA
"ENSG00000226086"	"ENSG00000255366"	NA	NA	NA
"ENSG00000172057"	"ENSG00000127527"	NA	NA	NA
"ENSG00000076258"	"ENSG00000121671"	NA	NA	NA
"ENSG00000172139"	"ENSG00000247572"	NA	NA	NA
"ENSG00000254859"	"ENSG00000245573"	NA	NA	NA
"ENSG00000006638"	"ENSG00000156172"	NA	NA	NA
"ENSG00000130203"	"ENSG00000130770"	NA	NA	NA
"ENSG00000164168"	"ENSG00000228265"	NA	NA	NA
"ENSG00000153162"	"ENSG00000173546"	NA	NA	NA
"ENSG00000140526"	"ENSG00000107036"	NA	NA	NA
"ENSG00000160957"	"ENSG00000112031"	NA	NA	NA
"ENSG00000184716"	"ENSG00000185201"	NA	NA	NA
"ENSG00000126217"	"ENSG00000228817"	NA	NA	NA
"ENSG00000248449"	"ENSG00000105325"	NA	NA	NA
"ENSG00000232874"	"ENSG00000107282"	NA	NA	NA
"ENSG00000088808"	"ENSG00000271966"	NA	NA	NA
"ENSG00000126860"	"ENSG00000068078"	NA	NA	NA
"ENSG00000107679"	"ENSG00000265888"	NA	NA	NA
"ENSG00000188153"	"ENSG00000137575"	NA	NA	NA
"ENSG00000078747"	"ENSG00000128917"	NA	NA	NA
"ENSG00000118473"	"ENSG00000007402"	NA	NA	NA
"ENSG00000110427"	"ENSG00000154310"	NA	NA	NA
"ENSG00000106278"	"ENSG00000226419"	NA	NA	NA
"ENSG00000197363"	"ENSG00000198189"	NA	NA	NA
"ENSG00000107731"	"ENSG00000168679"	NA	NA	NA
"ENSG00000151304"	"ENSG00000140511"	NA	NA	NA
"ENSG00000184619"	"ENSG00000139174"	NA	NA	NA
"ENSG00000144230"	"ENSG00000226380"	NA	NA	NA
"ENSG00000214401"	"ENSG00000196922"	NA	NA	NA
"ENSG00000245534"	"ENSG00000176531"	NA	NA	NA
"ENSG00000127329"	"ENSG00000085491"	NA	NA	NA
"ENSG00000255085"	"ENSG00000197380"	NA	NA	NA
"ENSG00000257526"	"ENSG00000171100"	NA	NA	NA
"ENSG00000131368"	"ENSG00000151632"	NA	NA	NA
"ENSG00000158301"	"ENSG00000164168"	NA	NA	NA
"ENSG00000158560"	"ENSG00000153790"	NA	NA	NA
"ENSG00000162139"	"ENSG00000147485"	NA	NA	NA
"ENSG00000243746"	"ENSG00000023892"	NA	NA	NA
"ENSG00000105270"	"ENSG00000151743"	NA	NA	NA
"ENSG00000152332"	"ENSG00000258708"	NA	NA	NA
"ENSG00000266017"	"ENSG00000150768"	NA	NA	NA
"ENSG00000224668"	"ENSG00000145882"	NA	NA	NA
"ENSG00000123870"	"ENSG00000058404"	NA	NA	NA
"ENSG00000169855"	"ENSG00000225335"	NA	NA	NA
"ENSG00000267547"	"ENSG00000226121"	NA	NA	NA
"ENSG00000121671"	"ENSG00000169122"	NA	NA	NA
"ENSG00000109606"	"ENSG00000188215"	NA	NA	NA
"ENSG00000088305"	"ENSG00000242125"	NA	NA	NA
"ENSG00000250708"	"ENSG00000119699"	NA	NA	NA
"ENSG00000205220"	"ENSG00000223547"	NA	NA	NA
"ENSG00000253320"	"ENSG00000066855"	NA	NA	NA
"ENSG00000004864"	"ENSG00000120992"	NA	NA	NA
"ENSG00000148218"	"ENSG00000183308"	NA	NA	NA
"ENSG00000164695"	"ENSG00000144736"	NA	NA	NA
"ENSG00000067955"	"ENSG00000081052"	NA	NA	NA
"ENSG00000218336"	"ENSG00000229656"	NA	NA	NA
"ENSG00000091106"	"ENSG00000158813"	NA	NA	NA
"ENSG00000115295"	"ENSG00000137474"	NA	NA	NA
"ENSG00000214842"	"ENSG00000163686"	NA	NA	NA
"ENSG00000014138"	"ENSG00000141384"	NA	NA	NA
"ENSG00000230002"	"ENSG00000134569"	NA	NA	NA
"ENSG00000113070"	"ENSG00000023697"	NA	NA	NA
"ENSG00000205339"	"ENSG00000078237"	NA	NA	NA
"ENSG00000138658"	"ENSG00000160323"	NA	NA	NA
"ENSG00000056558"	"ENSG00000148842"	NA	NA	NA
"ENSG00000111817"	"ENSG00000107338"	NA	NA	NA
"ENSG00000159733"	"ENSG00000158122"	NA	NA	NA
"ENSG00000198331"	"ENSG00000197361"	NA	NA	NA
"ENSG00000188522"	"ENSG00000204228"	NA	NA	NA
"ENSG00000092148"	"ENSG00000005471"	NA	NA	NA
"ENSG00000185905"	"ENSG00000215845"	NA	NA	NA
"ENSG00000111834"	"ENSG00000237989"	NA	NA	NA
"ENSG00000157927"	"ENSG00000273247"	NA	NA	NA
"ENSG00000172594"	"ENSG00000153707"	NA	NA	NA
"ENSG00000153922"	"ENSG00000214226"	NA	NA	NA
"ENSG00000169306"	"ENSG00000111341"	NA	NA	NA
"ENSG00000196417"	"ENSG00000165995"	NA	NA	NA
"ENSG00000175115"	"ENSG00000118308"	NA	NA	NA
"ENSG00000100105"	"ENSG00000272953"	NA	NA	NA
"ENSG00000177427"	"ENSG00000221829"	NA	NA	NA
"ENSG00000140749"	"ENSG00000134222"	NA	NA	NA
"ENSG00000163931"	"ENSG00000266010"	NA	NA	NA
"ENSG00000146938"	"ENSG00000108960"	NA	NA	NA
"ENSG00000125037"	"ENSG00000204371"	NA	NA	NA
"ENSG00000066557"	"ENSG00000117480"	NA	NA	NA
"ENSG00000143847"	"ENSG00000159714"	NA	NA	NA
"ENSG00000138029"	"ENSG00000100105"	NA	NA	NA
"ENSG00000055208"	"ENSG00000100934"	NA	NA	NA
"ENSG00000171150"	"ENSG00000168961"	NA	NA	NA
"ENSG00000113361"	"ENSG00000184731"	NA	NA	NA
"ENSG00000113441"	"ENSG00000112902"	NA	NA	NA
"ENSG00000105246"	"ENSG00000105639"	NA	NA	NA
"ENSG00000175591"	"ENSG00000160460"	NA	NA	NA
"ENSG00000149573"	"ENSG00000173744"	NA	NA	NA
"ENSG00000260233"	"ENSG00000005243"	NA	NA	NA
"ENSG00000138696"	"ENSG00000198939"	NA	NA	NA
"ENSG00000153982"	"ENSG00000259863"	NA	NA	NA
"ENSG00000177875"	"ENSG00000237125"	NA	NA	NA
"ENSG00000140104"	"ENSG00000134824"	NA	NA	NA
"ENSG00000181585"	"ENSG00000137218"	NA	NA	NA
"ENSG00000265681"	"ENSG00000170873"	NA	NA	NA
"ENSG00000169228"	"ENSG00000234492"	NA	NA	NA
"ENSG00000138642"	"ENSG00000168386"	NA	NA	NA
"ENSG00000231407"	"ENSG00000157927"	NA	NA	NA
"ENSG00000137054"	"ENSG00000238578"	NA	NA	NA
"ENSG00000108479"	"ENSG00000130558"	NA	NA	NA
"ENSG00000241764"	"ENSG00000105559"	NA	NA	NA
"ENSG00000118804"	"ENSG00000168566"	NA	NA	NA
"ENSG00000134755"	"ENSG00000110514"	NA	NA	NA
"ENSG00000079393"	"ENSG00000261485"	NA	NA	NA
"ENSG00000198939"	"ENSG00000169991"	NA	NA	NA
"ENSG00000186174"	"ENSG00000135218"	NA	NA	NA
"ENSG00000120913"	"ENSG00000134352"	NA	NA	NA
"ENSG00000132359"	"ENSG00000180902"	NA	NA	NA
"ENSG00000248049"	"ENSG00000172831"	NA	NA	NA
"ENSG00000226380"	"ENSG00000267013"	NA	NA	NA
"ENSG00000080854"	"ENSG00000126858"	NA	NA	NA
"ENSG00000257122"	"ENSG00000116679"	NA	NA	NA
"ENSG00000228889"	"ENSG00000273329"	NA	NA	NA
"ENSG00000151239"	"ENSG00000198805"	NA	NA	NA
"ENSG00000156531"	"ENSG00000117643"	NA	NA	NA
"ENSG00000105325"	"ENSG00000169032"	NA	NA	NA
"ENSG00000236740"	"ENSG00000109099"	NA	NA	NA
"ENSG00000148362"	"ENSG00000170919"	NA	NA	NA
"ENSG00000167703"	"ENSG00000149328"	NA	NA	NA
"ENSG00000155100"	"ENSG00000250938"	NA	NA	NA
"ENSG00000260139"	"ENSG00000005020"	NA	NA	NA
"ENSG00000169592"	"ENSG00000169504"	NA	NA	NA
"ENSG00000136840"	"ENSG00000147010"	NA	NA	NA
"ENSG00000082146"	"ENSG00000152422"	NA	NA	NA
"ENSG00000254002"	"ENSG00000124215"	NA	NA	NA
"ENSG00000162636"	"ENSG00000205978"	NA	NA	NA
"ENSG00000154655"	"ENSG00000157653"	NA	NA	NA
"ENSG00000168566"	"ENSG00000133247"	NA	NA	NA
"ENSG00000205791"	"ENSG00000236264"	NA	NA	NA
"ENSG00000169964"	"ENSG00000108448"	NA	NA	NA
"ENSG00000204632"	"ENSG00000182795"	NA	NA	NA
"ENSG00000130477"	"ENSG00000188732"	NA	NA	NA
"ENSG00000264608"	"ENSG00000178053"	NA	NA	NA
"ENSG00000264433"	"ENSG00000115956"	NA	NA	NA
"ENSG00000200090"	"ENSG00000100379"	NA	NA	NA
"ENSG00000121413"	"ENSG00000117528"	NA	NA	NA
"ENSG00000184635"	"ENSG00000013619"	NA	NA	NA
"ENSG00000176658"	"ENSG00000255642"	NA	NA	NA
"ENSG00000160801"	"ENSG00000133835"	NA	NA	NA
"ENSG00000225264"	"ENSG00000132881"	NA	NA	NA
"ENSG00000099795"	"ENSG00000039560"	NA	NA	NA
"ENSG00000089685"	"ENSG00000183722"	NA	NA	NA
"ENSG00000267934"	"ENSG00000125354"	NA	NA	NA
"ENSG00000137269"	"ENSG00000132840"	NA	NA	NA
"ENSG00000269696"	"ENSG00000267161"	NA	NA	NA
"ENSG00000258708"	"ENSG00000179598"	NA	NA	NA
"ENSG00000205334"	"ENSG00000234978"	NA	NA	NA
"ENSG00000165434"	"ENSG00000272491"	NA	NA	NA
"ENSG00000128340"	"ENSG00000121297"	NA	NA	NA
"ENSG00000177721"	"ENSG00000145555"	NA	NA	NA
"ENSG00000215190"	"ENSG00000088888"	NA	NA	NA
"ENSG00000167554"	"ENSG00000049323"	NA	NA	NA
"ENSG00000214199"	"ENSG00000156804"	NA	NA	NA
"ENSG00000174111"	"ENSG00000169193"	NA	NA	NA
"ENSG00000176268"	"ENSG00000198331"	NA	NA	NA
"ENSG00000197044"	"ENSG00000137409"	NA	NA	NA
"ENSG00000204323"	"ENSG00000073111"	NA	NA	NA
"ENSG00000270605"	"ENSG00000116151"	NA	NA	NA
"ENSG00000070601"	"ENSG00000170448"	NA	NA	NA
"ENSG00000105281"	"ENSG00000113369"	NA	NA	NA
"ENSG00000171016"	"ENSG00000109072"	NA	NA	NA
"ENSG00000100889"	"ENSG00000102316"	NA	NA	NA
"ENSG00000203497"	"ENSG00000214544"	NA	NA	NA
"ENSG00000187889"	"ENSG00000173442"	NA	NA	NA
"ENSG00000224080"	"ENSG00000155792"	NA	NA	NA
"ENSG00000082512"	"ENSG00000078549"	NA	NA	NA
"ENSG00000171365"	"ENSG00000169231"	NA	NA	NA
"ENSG00000167550"	"ENSG00000137731"	NA	NA	NA
"ENSG00000143178"	"ENSG00000121210"	NA	NA	NA
"ENSG00000170836"	"ENSG00000273203"	NA	NA	NA
"ENSG00000205978"	"ENSG00000170540"	NA	NA	NA
"ENSG00000124194"	"ENSG00000154380"	NA	NA	NA
"ENSG00000134690"	"ENSG00000188687"	NA	NA	NA
"ENSG00000086619"	"ENSG00000253669"	NA	NA	NA
"ENSG00000184232"	"ENSG00000048342"	NA	NA	NA
"ENSG00000090776"	"ENSG00000186815"	NA	NA	NA
"ENSG00000134046"	"ENSG00000110318"	NA	NA	NA
"ENSG00000257499"	"ENSG00000237133"	NA	NA	NA
"ENSG00000197635"	"ENSG00000181852"	NA	NA	NA
"ENSG00000178695"	"ENSG00000173295"	NA	NA	NA
"ENSG00000176124"	"ENSG00000171428"	NA	NA	NA
"ENSG00000116574"	"ENSG00000268364"	NA	NA	NA
"ENSG00000151150"	"ENSG00000205609"	NA	NA	NA
"ENSG00000130669"	"ENSG00000187068"	NA	NA	NA
"ENSG00000236859"	"ENSG00000269609"	NA	NA	NA
"ENSG00000133703"	"ENSG00000228203"	NA	NA	NA
"ENSG00000117528"	"ENSG00000137273"	NA	NA	NA
"ENSG00000164142"	"ENSG00000163531"	NA	NA	NA
"ENSG00000100429"	"ENSG00000265263"	NA	NA	NA
"ENSG00000116783"	"ENSG00000256269"	NA	NA	NA
"ENSG00000182871"	"ENSG00000169169"	NA	NA	NA
"ENSG00000116539"	"ENSG00000061656"	NA	NA	NA
"ENSG00000172456"	"ENSG00000176971"	NA	NA	NA
"ENSG00000171928"	"ENSG00000215417"	NA	NA	NA
"ENSG00000267270"	"ENSG00000186591"	NA	NA	NA
"ENSG00000165983"	"ENSG00000261452"	NA	NA	NA
"ENSG00000165046"	"ENSG00000185052"	NA	NA	NA
"ENSG00000230510"	"ENSG00000170892"	NA	NA	NA
"ENSG00000164197"	"ENSG00000056558"	NA	NA	NA
"ENSG00000131116"	"ENSG00000151491"	NA	NA	NA
"ENSG00000215817"	"ENSG00000102984"	NA	NA	NA
"ENSG00000171714"	"ENSG00000130589"	NA	NA	NA
"ENSG00000124795"	"ENSG00000186665"	NA	NA	NA
"ENSG00000125510"	"ENSG00000143458"	NA	NA	NA
"ENSG00000160298"	"ENSG00000186174"	NA	NA	NA
"ENSG00000117228"	"ENSG00000259248"	NA	NA	NA
"ENSG00000226686"	"ENSG00000134874"	NA	NA	NA
"ENSG00000223529"	"ENSG00000138347"	NA	NA	NA
"ENSG00000224307"	"ENSG00000080845"	NA	NA	NA
"ENSG00000119686"	"ENSG00000174306"	NA	NA	NA
"ENSG00000156299"	"ENSG00000118523"	NA	NA	NA
"ENSG00000080293"	"ENSG00000270638"	NA	NA	NA
"ENSG00000099282"	"ENSG00000141639"	NA	NA	NA
"ENSG00000176723"	"ENSG00000226237"	NA	NA	NA
"ENSG00000135469"	"ENSG00000010072"	NA	NA	NA
"ENSG00000197948"	"ENSG00000144036"	NA	NA	NA
"ENSG00000100258"	"ENSG00000112312"	NA	NA	NA
"ENSG00000027697"	"ENSG00000163472"	NA	NA	NA
"ENSG00000233117"	"ENSG00000006831"	NA	NA	NA
"ENSG00000261584"	"ENSG00000268061"	NA	NA	NA
"ENSG00000256436"	"ENSG00000215386"	NA	NA	NA
"ENSG00000141456"	"ENSG00000232046"	NA	NA	NA
"ENSG00000234335"	"ENSG00000271941"	NA	NA	NA
"ENSG00000175352"	"ENSG00000130304"	NA	NA	NA
"ENSG00000114779"	"ENSG00000270172"	NA	NA	NA
"ENSG00000140961"	"ENSG00000060656"	NA	NA	NA
"ENSG00000120063"	"ENSG00000235904"	NA	NA	NA
"ENSG00000197361"	"ENSG00000163520"	NA	NA	NA
"ENSG00000135077"	"ENSG00000197568"	NA	NA	NA
"ENSG00000102977"	"ENSG00000267279"	NA	NA	NA
"ENSG00000170892"	"ENSG00000163584"	NA	NA	NA
"ENSG00000174502"	"ENSG00000065882"	NA	NA	NA
"ENSG00000116151"	"ENSG00000131462"	NA	NA	NA
"ENSG00000231663"	"ENSG00000162817"	NA	NA	NA
"ENSG00000223855"	"ENSG00000273472"	NA	NA	NA
"ENSG00000112874"	"ENSG00000103187"	NA	NA	NA
"ENSG00000147874"	"ENSG00000130779"	NA	NA	NA
"ENSG00000178397"	"ENSG00000088826"	NA	NA	NA
"ENSG00000116299"	"ENSG00000267871"	NA	NA	NA
"ENSG00000237436"	"ENSG00000123374"	NA	NA	NA
